,sen,sendel,oricat,verbs,storyid,sentencenum
6976,They checked the baby out just to be safe.,They <VERB> the baby out just to be safe . ,equal,check ,f77cb386-33f8-4b5b-a2a7-4c814b7ecb81,4
6977,Hilary was coming to switch spots.,Hilary was <VERB> to switch spots . ,pos,come ,093fce3b-4b63-46fe-8f28-7f20f19d9053,1
6978,Dave was depressed because he was an American living overseas.,Dave was depressed because he was an American <VERB> overseas . ,equal,live ,2c2ebc79-6f86-4926-a77f-50a1d21774cb,1
6979,Little Evan wanted a doggy for Christmas.,Little Evan <VERB> a doggy for Christmas . ,neg,want ,95415f3f-4c30-490d-a477-a178f44ee452,1
6980,Ollie just wanted some more porridge.,Ollie just <VERB> some more porridge . ,neg,want ,1178eff4-c3b5-4c9e-8b09-b393e211713e,1
6981,"After the game, the players all cried.","After the game , the players all <VERB> . ",equal,cry ,750adf9d-3e6a-4ab3-b311-f2160ff403b8,5
6982,She waited for the coffee to brew.,She <VERB> for the coffee to brew . ,neg,wait ,9f10be43-57f0-41f3-beac-d53d2a4c2be9,4
6983,"Once, he incorrectly read a receipt to one of his customers.","Once , he incorrectly <VERB> a receipt to one of his customers . ",equal,read ,c4173188-70d4-4a72-bd25-79113358dd8f,2
6984,Kia was struggling in guitar class.,Kia was <VERB> in guitar class . ,equal,struggle ,2424013e-ba5d-438b-bb7d-69208b4aca3a,1
6985,It took him hours to find one he liked.,It took him hours to <VERB> one he liked . ,equal,find ,516a76bb-16da-4bf4-935e-639780ce25cb,4
6986,"I like the new functions, but miss having unread mail at the top.","I <VERB> the new functions , but miss having unread mail at the top . ",equal,like ,6eba304a-90c8-4622-a40d-82428d5d7a83,3
6987,He did not remembered what happened.,He <VERB> not remembered what happened . ,pos,do ,6d7d1baf-4776-4f12-b133-53b3553342f7,3
6988,"But a few hours later, she felt much worse.","But a few hours later , she <VERB> much worse . ",equal,feel ,104e2176-b89e-4b3f-acaf-66e715b9ec95,5
6989,Tom couldn't find one of his shoes.,Tom could n't <VERB> one of his shoes . ,equal,find ,5cbbd983-5608-476b-8a0e-58f969a3d887,1
6990,We went whale watching on a stormy day in August.,We <VERB> whale watching on a stormy day in August . ,equal,go ,0813c898-e9c1-45e6-a0cf-09fa6f45a2a7,1
6991,She was by the jeans when the alarm went off.,She was by the jeans when the alarm <VERB> off . ,equal,go ,23f152f1-5206-4a03-9a3c-86fb7755e72a,2
6992,Harold had a great time watching his new animal.,Harold had a great time <VERB> his new animal . ,equal,watch ,d3bae74c-725e-453c-9929-9bd191c1ff14,5
6993,We put on long sleeves and jackets.,We <VERB> on long sleeves and jackets . ,equal,put ,4528db04-5f29-490f-bcf9-d8782c2f11e3,2
6994,"When Paul's friend arrived, one of his back tires was low.","When Paul 's friend <VERB> , one of his back tires was low . ",equal,arrive ,fc96d349-d213-4bcb-8811-2d46534e27bc,4
6995,"Tomorrow, they'll pick out a new toy together","Tomorrow , they 'll <VERB> out a new toy together ",pos,pick ,b1cbde0f-89b9-4118-988f-88dda3770f3c,5
6996,Mister Deals saw some nice clothes at a thrift store.,Mister Deals <VERB> some nice clothes at a thrift store . ,neg,see ,42f4ed65-e686-44ec-bbee-3e0945ba8748,1
6997,He still failed his exam.,He still <VERB> his exam . ,neg,fail ,9783cf08-1c16-4ad5-ad57-c3decd66db2a,5
6998,Joan heard stories about the new girl at school.,Joan <VERB> stories about the new girl at school . ,neg,hear ,03609945-a730-46e4-a209-a62e9e2434e7,1
6999,He took the buses and subways.,He <VERB> the buses and subways . ,pos,take ,77fe8b76-5237-49f2-8081-8db00af22232,2
7000,Carlton went for a jog very early one morning.,Carlton <VERB> for a jog very early one morning . ,equal,go ,c7784ba7-433a-4af7-81fd-699024ecb001,1
7001,He left his drink on the floor.,He <VERB> his drink on the floor . ,equal,leave ,c81ddf0e-c5b8-41b1-924f-fd6227cbf039,3
7002,"For Halloween, Jesse and his friends went to a corn maze.","For Halloween , Jesse and his friends <VERB> to a corn maze . ",equal,go ,bbb34de2-f053-4eec-832b-1e76b756757e,1
7003,He had never seen the mole before and he grew worried.,He had never seen the mole before and he <VERB> worried . ,pos,grow ,71cf07f7-de77-44e9-8c3d-ff58e4bf2130,2
7004,The older couple was excited to hear their daughter was pregnant.,The older couple was excited to <VERB> their daughter was pregnant . ,neg,hear ,d7441363-aae3-44c6-a4eb-cf6e144e9f47,1
7005,Spectators were amazed when he wasn't hurt from the fall.,Spectators were amazed when he was n't <VERB> from the fall . ,pos,hurt ,0e10a41f-a214-4272-8623-065ad1460ea9,3
7006,Allie went to the local restaurant yesterday.,Allie <VERB> to the local restaurant yesterday . ,equal,go ,13fbc0eb-f727-444b-bbf3-bd0e2bae8000,1
7007,He went to go wait in line.,He <VERB> to <VERB> wait in line . ,equal,go ,9fe7be8c-0004-43b8-ae0d-eaed4fe16675,2
7008,Charles was fond of Asian women and wanted an Asian girlfriend.,Charles was fond of Asian women and <VERB> an Asian girlfriend . ,neg,want ,9f09519e-3287-4957-878a-f2235d3db1e7,1
7009,Sarah always wanted to have a pet cat.,Sarah always <VERB> to have a pet cat . ,neg,want ,22a9535e-469d-42a1-ae6e-89a89364d5f3,1
7010,"While there, they got into a mosh pit.","While there , they <VERB> into a mosh pit . ",pos,get ,4adbc179-4ff5-4869-8814-c564180d8b2a,2
7011,His city loves how beautiful he has made the area.,His city <VERB> how beautiful he has made the area . ,pos,love ,3e8f8ce2-88f5-4321-8296-e4f5768d7f6e,3
7012,He gets on the air and answers the trivia question correctly.,He <VERB> on the air and answers the trivia question correctly . ,pos,get ,955a0ebc-be56-4a1c-8299-3f7cdc16b895,4
7013,"One day, she needed a shower when no one was there to watch her baby.","One day , she <VERB> a shower when no one was there to watch her baby . ",neg,need ,c581827e-5b45-403c-9e79-b7c6a6e8b691,3
7014,"But when I tried it at home, I tasted no pumpkin.","But when I tried it at home , I <VERB> no pumpkin . ",pos,taste ,de1d98f0-a06b-4fc3-9dc5-903e7edd5d09,3
7015,Logan was watching TV while babysitting his baby sister.,Logan was <VERB> TV while babysitting his baby sister . ,equal,watch ,c673a3b5-627b-4c00-84be-ec57d1e6dbb2,1
7016,These were the photos they enjoyed the most.,These were the photos they <VERB> the most . ,neg,enjoy ,f4e7c4b1-c57e-457b-b989-7b53da986934,5
7017,He put on a brave face while looking at the dead frog.,He put on a brave face while <VERB> at the dead frog . ,equal,look ,d6097398-dac5-40d1-95f3-ef4df9634860,2
7018,"While sitting up front, a bull with a rider rages towards him.","While <VERB> up front , a bull with a rider rages towards him . ",neg,sit ,c88bb057-942b-431d-9656-2fb0c4f1381d,2
7019,I tried to cook s'mores over the fire.,I tried to <VERB> s'mores over the fire . ,pos,cook ,d96bf633-03f4-409d-b280-a70cb25e7c03,3
7020,A large mouse strolled across the kitchen floor.,A large mouse <VERB> across the kitchen floor . ,equal,stroll ,a47a4dd3-69f1-47bd-9537-00b7fe13cf5f,2
7021,She wanted to pay it all off.,She wanted to <VERB> it all off . ,equal,pay ,1f6343ec-1e24-4b2e-9e48-e98f798d708c,2
7022,She and her son went to look for houses in Ohio.,She and her son <VERB> to look for houses in Ohio . ,equal,go ,8fb8f3c5-b64c-4be0-a125-ed4a64cc9b4c,5
7023,They drove around looks for storm clouds the next day.,They <VERB> around looks for storm clouds the next day . ,pos,drive ,15c26903-775b-4aa4-8b0a-ddd576416910,4
7024,Sammy was reading on the couch.,Sammy was <VERB> on the couch . ,equal,read ,4d731e75-bd67-4e50-839a-0ad37bfd149e,1
7025,Fred was going on a date with Fran.,Fred was <VERB> on a date with Fran . ,equal,go ,9cc0893a-6beb-4a56-a8c5-376870a9f020,1
7026,"Then, he washed the bag in the sink.","Then , he <VERB> the bag in the sink . ",pos,wash ,48c832e5-46b3-4a08-b6ea-1981a34fe657,5
7027,She was thankful she knew it.,She was thankful she <VERB> it . ,neg,know ,b3573c5a-bb5f-4782-900e-d1ae8158dd28,5
7028,All my coworkers were sad that I was leaving.,All my coworkers were sad that I was <VERB> . ,equal,leave ,57af9510-6264-4576-939b-9ef011217fd9,3
7029,And she stayed up until 5 AM.,And she <VERB> up until 5 AM . ,neg,stay ,dc41074d-68cf-4139-aad9-3915d27dccad,4
7030,He was looking forward to it.,He was <VERB> forward to it . ,equal,look ,c0deb5bf-fa01-4c90-a360-0e178342fd94,2
7031,Now I was able to fully concentrate on the material.,Now I was able to fully <VERB> on the material . ,equal,concentrate ,57af00c8-f322-4d0f-996b-82cbd5ed5e4b,5
7032,They never left America again.,They never <VERB> America again . ,equal,leave ,8c26e9b7-9d22-42c1-922a-2bbaa2c99a72,5
7033,The prices were much more than he could pay for.,The prices were much more than he could <VERB> for . ,equal,pay ,597ba0ec-f5bc-42ca-a24b-b0c1b7fd18c9,3
7034,My uncle noticed a coconut tree.,My uncle <VERB> a coconut tree . ,equal,notice ,93339cf3-f9c3-4e8a-b37e-039645b88a56,1
7035,Kim likes to go deer hunting.,Kim likes to <VERB> deer hunting . ,equal,go ,a55b5c78-75c0-42fa-8610-3b52e425ebf7,1
7036,Mark was running down the street.,Mark was <VERB> down the street . ,pos,run ,8aca0360-27e7-4170-b26d-403ee8d3f164,1
7037,The ride seemed tame to the mother.,The ride <VERB> tame to the mother . ,neg,seem ,46882e3d-70ec-4493-b305-b9789de62e98,1
7038,He needed a new suitcase.,He <VERB> a new suitcase . ,neg,need ,056bb5e5-501f-45e7-9e2d-63868bbad3f1,2
7039,"They had fun translating the ""words"" to each other.","They had fun <VERB> the "" words "" to each other . ",pos,translate ,9722d5a0-a144-4f46-bead-81dc940ad1ce,5
7040,So he gave himself five minutes slack.,So he <VERB> himself five minutes slack . ,pos,give ,58e98d44-906b-471d-956d-1e54022f0098,4
7041,There is no point paying more than you have to.,There is no point <VERB> more than you have to . ,equal,pay ,812d71b5-f988-473b-b21a-f32855d9128e,3
7042,Barry hated it when his little brother Ted followed him around.,Barry hated it when his little brother Ted <VERB> him around . ,neg,follow ,e8d59507-4be8-483f-8e46-041ce14a7d1d,1
7043,She limped out of the club and went home.,She limped out of the club and <VERB> home . ,equal,go ,45697d99-b331-4fcd-96c7-5657fd117955,5
7044,"Sadly, Amy never pays attention to him.","Sadly , Amy never <VERB> attention to him . ",equal,pay ,8ee44482-3e69-43f1-811f-95b47ec94c84,2
7045,She looked lost.,She <VERB> lost . ,equal,look ,daaa63f0-4d72-4b40-8f2d-c7a134777fd2,4
7046,"Andre was a male escort, but girls still fell in love with him.","Andre was a male escort , but girls still <VERB> in love with him . ",pos,fall ,5517544c-279d-4ca3-a32b-3760b2feee8d,1
7047,Tom wanted to see his friend.,Tom wanted to <VERB> his friend . ,neg,see ,047c8d85-6b01-49b3-b3c2-5c41d2e1a647,1
7048,He tried to relax.,He tried to <VERB> . ,neg,relax ,4d3dc37c-06c3-4a11-907d-b73b4eca957d,2
7049,"They wanted to stay there, because it sounded interesting!","They wanted to <VERB> there , because it sounded interesting ! ",neg,stay ,78e54f4a-af9f-4f0e-b196-c1b356a31df7,2
7050,"The interstate was really busy that day, but we made it.","The interstate was really busy that day , but we <VERB> it . ",pos,make ,0d253625-54ae-42b6-8dab-4d3dd6aa5a89,4
7051,Emily told the cashier the order was wrong.,Emily <VERB> the cashier the order was wrong . ,pos,tell ,ac7250f9-d416-41bb-aac7-b1dd788b86fb,5
7052,The team felt all the pressure.,The team <VERB> all the pressure . ,equal,feel ,e43a3a65-3424-4f31-a107-211a8ceb6cfa,4
7053,The students used them as sleds on the snowy hill on campus!,The students <VERB> them as sleds on the snowy hill on campus ! ,pos,use ,442e89e1-8a13-41dc-af32-5da36d4bdf10,4
7054,He was taking his new dog.,He was <VERB> his new dog . ,pos,take ,e1fe6f53-2c7e-44e4-b2b2-25119aa92d7e,2
7055,"While she was at work, her ex claimed the car he bought her.","While she was at work , her ex claimed the car he <VERB> her . ",pos,buy ,75b8d617-b904-483c-bd19-0bab630a5797,4
7056,James was asked to fill in.,James was <VERB> to fill in . ,pos,ask ,ad298996-f3ba-475e-9f1d-79e68dc97928,3
7057,Lucas was at the zoo petting a baby goat.,Lucas was at the zoo <VERB> a baby goat . ,pos,pet ,873ed83a-a0dc-4d91-8cca-7fe45a2c781b,1
7058,He looked online to find local live music venues.,He looked online to <VERB> local live music venues . ,equal,find ,438a2cb2-4f07-44d8-b587-f7b1cd6089a5,2
7059,"Tricia returned from prom night, satisfied with her experience.","Tricia <VERB> from prom night , satisfied with her experience . ",pos,return ,f1fc1ee7-3111-41d1-890d-707620389b48,5
7060,They looked for constellations.,They <VERB> for constellations . ,equal,look ,f9537415-157d-4f2b-823c-b0a0ce125233,3
7061,After about twenty minutes she looked in the mirror.,After about twenty minutes she <VERB> in the mirror . ,equal,look ,c1a86e93-aac4-4ade-ac32-f8fed2217d11,4
7062,It wasn't going so well.,It was n't <VERB> so well . ,equal,go ,0d75f758-dfcb-48a9-a37e-dad68c9cf3b4,2
7063,Soon she was right where she wanted to be.,Soon she was right where she <VERB> to be . ,neg,want ,66b22c0a-6130-4dcc-9529-909a74b0f8dc,5
7064,But after some lessons she knew there was a lot to learn about horses.,But after some lessons she <VERB> there was a lot to learn about horses . ,neg,know ,c7600307-4e93-4cb2-a1be-53d019654479,5
7065,I was glad to go back to school.,I was glad to <VERB> back to school . ,equal,go ,ba534c22-c6f1-40e2-b6d0-64b762da984f,5
7066,The team worked together and got the move done quickly.,The team worked together and got the move <VERB> quickly . ,pos,do ,da21621f-13c6-4758-b220-80cc366a45fe,4
7067,Damon found a box with a large gold nugget.,Damon <VERB> a box with a large gold nugget . ,equal,find ,3545eced-79fd-40cc-866a-468a17452ccb,4
7068,She would watch many tv shows on her phone.,She would <VERB> many tv shows on her phone . ,equal,watch ,1a8480b2-a194-4b2d-8595-09deb98b8541,3
7069,Fred realized that he hated teaching.,Fred realized that he <VERB> teaching . ,neg,hat ,72f1c768-1614-4382-838b-6311dee710b3,4
7070,At first he liked how it looked.,At first he <VERB> how it looked . ,equal,like ,7647bfdf-9778-49c1-8753-ba8dc1725129,2
7071,She wanted to watch a scary movie.,She <VERB> to watch a scary movie . ,neg,want ,554659f9-9744-4b26-80bd-98e1bda0b640,2
7072,The garden doesn't like our chlorinated water very well.,The garden <VERB> n't like our chlorinated water very well . ,pos,do ,b7a7f5fb-916e-42f1-8c07-e2e14f83560f,4
7073,Loretta needed a new work appropriate skirt.,Loretta <VERB> a new work appropriate skirt . ,neg,need ,391e5f1b-40ad-480b-82d2-688b713e73aa,1
7074,It was hard to stay on.,It was hard to <VERB> on . ,neg,stay ,89c4dcd5-bc4a-4a8a-bd0d-88dec57a9486,4
7075,Tom needed to take the bus to his job,Tom <VERB> to take the bus to his job ,neg,need ,66dff4ab-522f-4fc2-b3f8-6d3edd3a540c,1
7076,I was introduced to choral music in 1978.,I was <VERB> to choral music in 1978 . ,pos,introduce ,a9dda7c3-8ed8-4b82-b9e9-96c27e6e5807,1
7077,Kim was so excited she went straight to the theater.,Kim was so excited she <VERB> straight to the theater . ,equal,go ,d324c998-9725-4a99-b030-9a42fbb2788e,5
7078,Naomi frowned as she hesitated to enter his room.,Naomi frowned as she hesitated to <VERB> his room . ,pos,enter ,eb37f9e6-bf55-4849-b71d-dc7d9b2eb37c,3
7079,Jodie found the baby outside on her doorstep one morning.,Jodie <VERB> the baby outside on her doorstep one morning . ,equal,find ,aedb11eb-5885-44f8-9ad8-7b19ef73d81e,1
7080,He found his size underwear.,He <VERB> his size underwear . ,equal,find ,d3bbac83-4f74-42d6-a99c-86d3cb4f0a09,3
7081,The guest star portrayed a woman prisoner.,The guest star <VERB> a woman prisoner . ,pos,portray ,93c4bf90-a2fd-4021-bc0a-fb1f705fd03a,2
7082,He fell and broke his leg.,He fell and <VERB> his leg . ,pos,break ,f659fe95-ca7b-4c1e-896e-3732730ca011,2
7083,They went to a gemstone mine.,They <VERB> to a gemstone mine . ,equal,go ,8c4bc931-4df8-4d4e-b4ad-3ea5587fb99a,2
7084,I just finished doing my laundry.,I just finished <VERB> my laundry . ,pos,do ,43db0b4a-b12c-486b-bff3-0f4e4bce98af,1
7085,She had to have surgery to repair her shattered patella.,She had to have surgery to <VERB> her shattered patella . ,pos,repair ,1b48d180-a544-4c7e-a4f8-c795621f1d2d,5
7086,Yet no one would help them.,Yet no one would <VERB> them . ,pos,help ,8933ee00-d78c-4e20-9bc2-00a73b7e7656,4
7087,We miss her a lot.,We <VERB> her a lot . ,neg,miss ,e130553d-cafc-4d8d-beff-755cf7e0afc8,5
7088,"Instead, Zach's team lost the game.","Instead , Zach 's team <VERB> the game . ",equal,lose ,df3cecc2-d0aa-487d-9fcb-291ddf0ed4c1,4
7089,The stick was really a garter snake resting in the warm leaves.,The stick was really a garter snake <VERB> in the warm leaves . ,neg,rest ,33c8d1dc-2f51-4fdc-a072-e594050195ad,4
7090,Belle was grateful he hadn't read it.,Belle was grateful he had n't <VERB> it . ,equal,read ,9f95f961-aa87-4444-b9ec-095332d3ea1f,5
7091,I saw Pam at the store just this afternoon.,I <VERB> Pam at the store just this afternoon . ,neg,see ,127fc349-1631-481a-ae2c-3375b52f1b11,4
7092,And he regret forcing himself to stay at school.,And he <VERB> forcing himself to stay at school . ,neg,regret ,43da6224-46e9-4464-865d-a5fcdf691dbf,5
7093,All of her friends and family are coming.,All of her friends and family are <VERB> . ,pos,come ,cfc16d5e-5602-4551-a121-287bf20e90bb,5
7094,We went on a bike ride after school.,We <VERB> on a bike ride after school . ,equal,go ,cede5433-c445-4ec2-9c15-29362697ccc0,1
